0.000000
-0.146742
-0.424315
-0.700504
-0.845249
-0.988926
-1.256860
-1.514576
-1.643493
-1.699691
-1.808549
-1.924156
-2.005070
-2.037489
-2.064092
-2.095994
-2.081513
-2.007402
-1.943800
-1.858132
-1.598089
-1.090097
-0.427873
0.000000
