-1.000000	1.000000	-3.000000	6.000000	-10.000000	15.000000
-0.900000	1.000000	-2.700000	4.575000	-6.007500	6.446437
-0.800000	1.000000	-2.400000	3.300000	-2.960000	1.203000
-0.700000	1.000000	-2.100000	2.175000	-0.752500	-1.533562
-0.600000	1.000000	-1.800000	1.200000	0.720000	-2.472000
-0.500000	1.000000	-1.500000	0.375000	1.562500	-2.226563
-0.400000	1.000000	-1.200000	-0.300000	1.880000	-1.317000
-0.300000	1.000000	-0.900000	-0.825000	1.777500	-0.168563
-0.200000	1.000000	-0.600000	-1.200000	1.360000	0.888000
-0.100000	1.000000	-0.300000	-1.425000	0.732500	1.616437
-0.000000	1.000000	-0.000000	-1.500000	0.000000	1.875000
0.100000	1.000000	0.300000	-1.425000	-0.732500	1.616438
0.200000	1.000000	0.600000	-1.200000	-1.360000	0.888000
0.300000	1.000000	0.900000	-0.825000	-1.777500	-0.168562
0.400000	1.000000	1.200000	-0.300000	-1.880000	-1.317000
0.500000	1.000000	1.500000	0.375000	-1.562500	-2.226562
0.600000	1.000000	1.800000	1.200000	-0.720000	-2.472000
0.700000	1.000000	2.100000	2.175000	0.752500	-1.533563
0.800000	1.000000	2.400000	3.300000	2.960000	1.203000
0.900000	1.000000	2.700000	4.575000	6.007500	6.446437
1.000000	1.000000	3.000000	6.000000	10.000000	15.000000
